id,packet_size_avg,packet_size_sum,timestamp,device_name,device_id
46,64.625,679,2023-06-11 09:48:27.319482624,sharp-tracker-377,dev-96950
47,64.625,679,2023-03-14 04:24:14.607243776,bright-gateway-404,dev-44589
48,64.625,679,2023-01-24 20:06:18.713500928,silent-gateway-105,dev-35895
49,64.625,679,2023-09-15 21:45:00.375762688,tiny-meter-416,dev-97833
50,64.625,679,2023-03-12 00:33:20.947486720,sharp-thermo-710,dev-34812
51,64.625,679,2023-09-07 19:57:50.524528896,fast-tracker-728,dev-13271
52,64.625,679,2023-12-11 22:36:07.193111808,silent-relay-168,dev-69347
53,64.625,679,2023-08-14 01:57:19.867210752,bright-cam-179,dev-39676
54,64.625,679,2023-10-30 13:20:16.807494656,silent-meter-236,dev-2715
55,64.625,679,2023-01-20 17:00:28.780649472,silent-tracker-502,dev-53533
56,64.625,679,2023-11-27 15:52:24.815762944,tiny-cam-893,dev-48862
57,64.625,679,2023-07-31 06:15:02.524691968,smart-meter-123,dev-76936
58,64.625,679,2023-03-21 14:39:02.588691200,fast-thermo-518,dev-58490
59,64.625,679,2023-07-31 06:03:05.688725248,sharp-meter-246,dev-18740
60,64.625,679,2023-04-03 19:08:27.613940992,sharp-tracker-100,dev-18856
61,64.625,679,2023-03-01 15:43:47.163296000,silent-meter-662,dev-4072
62,64.625,679,2023-03-05 19:38:26.211813888,bright-relay-670,dev-23873
63,64.625,679,2023-06-19 00:53:46.390208768,sharp-tracker-598,dev-54453
64,64.625,679,2023-10-17 14:16:01.175535616,smart-cam-194,dev-93476
65,64.625,679,2023-11-15 05:46:24.656332288,sharp-gateway-524,dev-25580
66,64.625,679,2023-08-20 11:55:54.761122304,tiny-gateway-624,dev-99425
67,64.625,679,2023-05-25 04:32:26.636240384,smart-meter-983,dev-48749
68,64.625,679,2023-10-12 13:00:39.064326144,tiny-relay-324,dev-56973
69,64.625,679,2023-09-27 17:41:09.656999936,fast-tracker-338,dev-12392
70,64.625,679,2023-07-21 01:16:11.565833216,smart-meter-850,dev-64842
71,64.625,679,2023-05-13 06:44:38.662487040,silent-gateway-165,dev-87334
72,64.625,679,2023-05-04 10:24:37.921994240,bright-thermo-186,dev-49067
73,64.625,679,2023-09-01 11:09:14.631163904,smart-relay-319,dev-65184
74,64.625,679,2023-01-31 20:07:00.600947200,smart-gateway-719,dev-65575
75,64.625,679,2023-06-10 20:23:53.572824320,sharp-cam-271,dev-61043
76,64.625,679,2023-08-04 16:12:39.950415872,bright-gateway-521,dev-34339
77,64.625,679,2023-01-05 14:55:09.653506304,sharp-meter-224,dev-48769
78,64.625,679,2023-02-04 02:39:41.765744640,fast-relay-254,dev-26570
79,64.625,679,2023-04-07 17:19:32.901988608,bright-cam-401,dev-1508
80,64.625,679,2023-03-12 05:17:03.955758848,silent-tracker-738,dev-97582
81,64.625,679,2023-10-09 04:27:56.511020032,smart-meter-981,dev-14365
82,64.625,679,2023-07-06 00:28:32.650283008,tiny-cam-840,dev-44150
83,64.625,679,2023-12-08 14:44:30.652023296,bright-thermo-795,dev-31474
84,64.625,679,2023-09-06 12:44:19.797824768,fast-relay-731,dev-7867
85,64.625,679,2023-11-30 05:04:48.407397376,silent-cam-575,dev-98386
86,64.625,679,2023-05-02 13:48:44.252069376,fast-gateway-153,dev-55356
87,64.625,679,2023-06-05 09:06:14.439338496,smart-tracker-401,dev-8214
88,64.625,679,2023-11-19 04:16:19.569656576,bright-cam-787,dev-56118
89,64.625,679,2023-07-11 21:09:59.227032320,fast-thermo-109,dev-4551
90,64.625,679,2023-07-17 15:24:25.743454720,smart-cam-143,dev-46238
91,64.625,679,2023-04-11 05:39:45.156141824,smart-thermo-251,dev-22786
92,64.625,679,2023-11-28 18:32:16.940953856,fast-relay-717,dev-14542
93,64.625,679,2023-02-26 00:14:39.619765760,silent-relay-710,dev-76255
94,64.625,679,2023-04-21 21:26:43.324627200,silent-cam-873,dev-38067
95,64.625,679,2023-09-21 02:11:35.653668096,tiny-thermo-381,dev-20962
96,64.625,679,2023-10-15 13:29:39.798929408,tiny-thermo-119,dev-90888
97,64.625,679,2023-08-03 21:38:01.916717056,sharp-meter-307,dev-99967
98,64.625,679,2023-11-26 14:12:40.769405184,tiny-relay-226,dev-37091
99,64.625,679,2023-01-12 20:53:33.095582976,bright-thermo-471,dev-22992
100,64.625,679,2023-02-23 01:53:39.477355008,sharp-cam-225,dev-31530
101,64.625,679,2023-12-30 02:59:33.549101824,tiny-thermo-930,dev-77938
102,64.625,679,2023-08-20 21:26:20.190897920,smart-relay-945,dev-12834
103,64.625,679,2023-06-18 09:04:34.574563840,bright-meter-441,dev-53788
104,64.625,679,2023-08-28 00:44:00.651620352,bright-relay-921,dev-59340
105,64.625,679,2023-01-23 05:08:46.756964096,fast-relay-901,dev-32269
106,64.625,679,2023-05-24 06:29:48.521713664,silent-cam-771,dev-49866
107,64.625,679,2023-08-16 10:05:22.390029824,fast-relay-927,dev-26267
108,64.625,679,2023-08-07 18:06:00.177333248,bright-meter-744,dev-21584
109,64.625,679,2023-12-29 09:49:19.786287872,bright-relay-987,dev-83132
110,64.625,679,2023-08-16 03:50:58.359887872,smart-cam-888,dev-84320
111,64.625,679,2023-07-15 19:27:07.097133824,sharp-tracker-868,dev-461
112,64.625,679,2023-08-06 22:38:34.144893952,tiny-relay-428,dev-49247
113,64.625,679,2023-04-22 05:30:20.231303424,smart-tracker-556,dev-53278
114,64.625,679,2023-08-28 08:09:18.259216384,silent-meter-906,dev-59015
115,64.5,645,2023-03-13 14:16:01.774238976,sharp-relay-322,dev-33863
116,64.625,679,2023-03-15 02:40:23.023197184,fast-tracker-357,dev-90003
117,64.625,679,2023-06-02 13:28:22.769061376,bright-meter-974,dev-32667
118,64.625,679,2023-02-14 03:23:52.507330816,fast-gateway-250,dev-76764
119,64.625,679,2023-08-29 05:54:23.777236992,silent-thermo-999,dev-44571
120,64.625,679,2023-01-05 06:27:17.051896576,silent-cam-821,dev-39049
121,64.625,679,2023-05-31 12:39:34.764759808,bright-tracker-911,dev-72843
122,64.625,679,2023-02-28 04:45:03.091126272,sharp-thermo-461,dev-22581
123,64.625,679,2023-01-04 09:05:21.070560256,smart-gateway-664,dev-63949
124,64.625,679,2023-09-26 19:41:06.502680064,fast-relay-636,dev-1079
125,64.625,679,2023-03-21 17:13:57.400768768,sharp-relay-861,dev-77325
126,64.625,679,2023-08-11 15:34:00.884519936,tiny-gateway-995,dev-35485
127,64.625,679,2023-10-15 16:12:17.351682816,sharp-cam-587,dev-20056
128,64.625,679,2023-07-01 08:39:47.738450688,fast-cam-399,dev-69942
129,64.625,679,2023-07-08 07:16:08.568879104,bright-meter-792,dev-26690
130,64.625,679,2023-04-19 11:17:31.123088128,sharp-thermo-942,dev-65852
131,0.0,0,2023-04-23 19:50:35.749186048,sharp-meter-234,dev-58487
132,64.625,679,2023-04-26 13:28:41.577493760,silent-cam-530,dev-86541
133,64.625,679,2023-07-03 19:27:45.652950016,bright-relay-358,dev-46249
134,64.625,679,2023-07-30 00:56:22.998234112,sharp-tracker-641,dev-62015
135,64.625,679,2023-07-14 07:05:04.796989952,fast-cam-703,dev-87173
136,64.625,679,2023-02-12 03:59:10.473512192,sharp-tracker-373,dev-93508
137,64.625,679,2023-08-21 02:34:38.203232000,smart-thermo-400,dev-42101
138,0.0,0,2023-12-29 01:43:57.467746304,bright-meter-957,dev-55204
139,64.625,679,2023-06-04 19:08:02.124349184,silent-tracker-117,dev-2317
140,64.625,679,2023-10-07 10:01:51.076384256,fast-meter-745,dev-44375
141,64.625,679,2023-10-10 04:29:54.851743744,bright-tracker-793,dev-71793
142,64.625,679,2023-04-17 12:32:15.771425024,sharp-gateway-338,dev-93413
143,64.625,679,2023-05-22 04:27:58.763430400,fast-thermo-687,dev-56748
144,64.625,679,2023-06-06 06:04:04.600857600,silent-cam-841,dev-36787
145,64.625,679,2023-12-05 02:44:22.665632768,fast-meter-245,dev-85963
146,64.625,679,2023-08-05 22:05:55.790375424,tiny-cam-571,dev-90732
147,64.625,679,2023-12-16 11:17:27.942817536,silent-meter-586,dev-31042
148,64.625,679,2023-07-09 10:06:14.468632064,silent-tracker-408,dev-90947
149,64.625,679,2023-07-06 08:40:44.825150464,bright-tracker-343,dev-89105
150,64.625,679,2023-08-12 08:17:48.670471168,bright-thermo-191,dev-84901
151,64.625,679,2023-05-02 04:04:08.479867648,tiny-relay-505,dev-36785
152,64.625,679,2023-04-08 00:53:25.941943040,fast-meter-658,dev-40091
153,64.625,679,2023-09-28 12:37:07.292543744,bright-tracker-184,dev-50315
154,64.625,679,2023-12-22 19:23:35.695624960,fast-relay-313,dev-19737
155,64.625,679,2023-04-20 18:25:11.791801344,smart-thermo-714,dev-18302
156,64.625,679,2023-10-09 21:54:24.762259968,silent-gateway-586,dev-55544
157,64.625,679,2023-05-28 07:12:23.642671616,smart-relay-261,dev-86531
158,64.625,679,2023-04-24 04:12:13.134060800,bright-meter-997,dev-11692
159,64.625,679,2023-07-17 20:04:52.906106368,fast-thermo-401,dev-75803
160,64.625,679,2023-08-01 08:28:30.771681024,fast-relay-826,dev-71338
161,64.625,679,2023-07-06 08:41:30.297362944,sharp-gateway-202,dev-80171
162,64.625,679,2023-07-07 08:44:44.873573888,silent-meter-896,dev-93224
163,64.625,679,2023-10-01 07:09:44.009425408,smart-relay-901,dev-8778
164,64.625,679,2023-04-02 18:19:50.949520384,silent-meter-548,dev-79186
165,64.625,679,2023-12-10 18:51:46.796587776,smart-relay-484,dev-14857
166,64.625,679,2023-06-11 08:37:32.737363200,silent-gateway-882,dev-62124
167,64.625,679,2023-09-12 18:52:14.045234944,bright-relay-257,dev-28175
168,64.625,679,2023-06-06 13:56:07.453361664,fast-relay-111,dev-5209
169,64.625,679,2023-01-06 17:01:43.481843456,fast-meter-237,dev-13669
170,64.625,679,2023-06-03 06:30:12.828256256,tiny-tracker-749,dev-24697
171,64.625,679,2023-11-21 19:38:43.974155008,silent-meter-235,dev-55707
172,64.625,679,2023-05-03 22:07:12.140645376,tiny-cam-916,dev-97944
173,64.625,679,2023-09-05 18:10:18.946078464,smart-meter-741,dev-60334
174,64.625,679,2023-08-13 04:37:05.268135424,tiny-cam-526,dev-66742
175,64.625,679,2023-03-13 01:58:34.904711168,tiny-relay-719,dev-13368
176,64.625,679,2023-03-07 05:15:55.545224448,silent-relay-460,dev-61085
177,64.625,679,2023-10-18 02:08:51.699688704,tiny-thermo-716,dev-25258
178,64.625,679,2023-11-17 03:55:53.021942016,tiny-tracker-830,dev-49016
179,64.625,679,2023-05-03 09:31:43.758394112,bright-tracker-925,dev-6150
180,64.625,679,2023-03-01 06:14:10.278276352,silent-cam-838,dev-56707
181,64.625,679,2023-08-04 21:27:52.633652992,bright-tracker-596,dev-22226
182,64.625,679,2023-12-03 23:26:47.603253760,sharp-meter-200,dev-12184
183,64.625,679,2023-02-13 21:41:55.581081600,fast-cam-491,dev-2990
184,64.625,679,2023-10-15 16:58:06.788858112,fast-meter-548,dev-32005
185,64.625,679,2023-04-19 02:49:19.893532928,bright-meter-832,dev-59302
186,64.625,679,2023-10-16 22:38:17.826269696,smart-tracker-839,dev-9902
187,64.625,679,2023-01-31 00:11:51.655659264,bright-thermo-208,dev-86732
188,64.625,679,2023-02-21 18:58:49.966529792,silent-meter-353,dev-6072
189,64.625,679,2023-02-03 19:34:36.481282816,smart-cam-886,dev-89142
190,64.625,679,2023-12-01 23:52:06.906109952,silent-meter-379,dev-68756
191,64.625,679,2023-07-21 21:35:44.004861696,bright-thermo-920,dev-83437
192,0.0,0,2023-01-30 10:27:55.521193728,fast-gateway-654,dev-57446
193,64.625,679,2023-09-28 01:12:24.966767616,smart-tracker-116,dev-50221
194,64.625,679,2023-09-17 06:23:41.268535808,bright-thermo-649,dev-54096
195,64.625,679,2023-10-15 08:16:38.970778112,fast-cam-724,dev-29114
196,64.625,679,2023-01-23 22:27:52.119108096,silent-meter-744,dev-11500
197,64.625,679,2023-11-30 20:03:55.548192000,sharp-cam-582,dev-59960
198,64.625,679,2023-08-18 19:35:16.049456896,fast-cam-655,dev-30354
199,64.625,679,2023-06-07 20:02:21.374062336,bright-relay-990,dev-5528
200,10.0,140,2023-09-11 13:54:03.288656128,silent-gateway-555,dev-27080
201,64.625,679,2023-10-28 04:39:02.096256768,fast-cam-438,dev-36704
202,64.625,679,2023-10-20 02:14:53.983281152,fast-cam-386,dev-50298
203,64.625,679,2023-08-29 18:53:28.723912704,silent-relay-700,dev-22374
204,64.625,679,2023-06-15 20:48:06.818959360,silent-gateway-343,dev-99166
205,64.625,679,2023-03-26 11:58:37.796947200,fast-relay-924,dev-53873
206,64.625,679,2023-04-22 02:26:16.897221376,smart-tracker-802,dev-87282
207,64.625,679,2023-05-04 02:56:17.038861824,bright-cam-374,dev-37670
208,64.625,679,2023-12-10 18:33:35.583886848,tiny-relay-586,dev-98430
209,64.625,679,2023-10-09 02:26:39.406278144,smart-relay-292,dev-84716
210,64.625,679,2023-12-07 14:27:49.924007168,fast-meter-702,dev-24378
211,64.625,679,2023-06-04 08:03:36.883977984,sharp-meter-403,dev-99226
212,64.625,679,2023-04-27 19:40:55.605247232,tiny-thermo-818,dev-19256
213,64.625,679,2023-08-25 12:17:39.478663680,silent-relay-235,dev-43561
214,64.625,679,2023-09-20 08:47:02.303619328,sharp-relay-940,dev-6631
215,64.625,679,2023-01-06 22:23:53.172837632,silent-cam-690,dev-19144
216,64.625,679,2023-04-24 21:17:47.862987520,fast-meter-285,dev-97292
217,64.625,679,2023-08-14 07:09:40.866863104,silent-thermo-898,dev-72155
218,64.625,679,2023-08-26 12:27:19.703244032,smart-thermo-910,dev-77066
219,64.625,679,2023-05-09 17:39:42.130482688,fast-tracker-323,dev-80371
220,64.625,679,2023-06-13 13:09:25.827911680,smart-tracker-803,dev-15286
221,64.625,679,2023-06-27 05:15:26.328918016,sharp-cam-202,dev-66489
222,64.625,679,2023-08-11 08:58:34.275767040,tiny-thermo-765,dev-69348
223,64.625,679,2023-08-25 08:54:59.196738304,silent-thermo-842,dev-95212
224,64.625,679,2023-03-10 10:25:50.503460608,tiny-relay-885,dev-35387
225,64.625,679,2023-04-05 01:20:53.424508672,bright-thermo-873,dev-13344
226,64.625,679,2023-04-02 01:33:16.965410048,silent-relay-740,dev-44032
227,64.625,679,2023-02-11 01:51:55.298831616,sharp-relay-595,dev-55423
228,64.625,679,2023-07-24 04:45:52.052781312,tiny-relay-892,dev-26346
229,64.625,679,2023-12-16 10:46:14.708009728,fast-relay-294,dev-83332
230,64.625,679,2023-02-04 18:35:37.009397504,sharp-cam-153,dev-86079
231,64.625,679,2023-01-30 16:03:15.026204928,sharp-cam-602,dev-61743
232,64.625,679,2023-05-30 08:52:57.487513088,bright-cam-275,dev-53905
233,64.625,679,2023-09-11 03:11:55.809100288,sharp-tracker-748,dev-35
234,64.625,679,2023-09-02 12:47:28.762281984,silent-cam-311,dev-24134
235,64.625,679,2023-10-26 23:01:06.919897344,fast-gateway-444,dev-95488
236,64.625,679,2023-08-22 17:57:35.607939840,sharp-thermo-614,dev-84714
237,64.625,679,2023-05-01 00:45:29.806106624,silent-cam-144,dev-1220
238,64.625,679,2023-10-23 04:42:16.864050944,fast-cam-209,dev-37898
239,64.625,679,2023-09-12 02:47:58.788015104,fast-gateway-497,dev-51493
240,64.625,679,2023-11-16 04:50:29.866918656,smart-relay-136,dev-58442
241,64.625,679,2023-09-26 22:12:03.443911680,sharp-meter-294,dev-4690
242,64.625,679,2023-11-09 17:22:47.809042688,tiny-gateway-732,dev-14288
243,64.625,679,2023-11-14 00:20:52.144027392,bright-cam-141,dev-30687
244,64.625,679,2023-05-05 21:23:33.907317248,silent-gateway-618,dev-80728
245,64.625,679,2023-08-14 13:38:31.010519296,fast-gateway-662,dev-6568
246,64.625,679,2023-02-02 17:14:43.367139072,silent-tracker-247,dev-59573
247,64.625,679,2023-04-27 13:34:37.831218176,bright-gateway-577,dev-52850
248,64.625,679,2023-11-20 07:47:21.698806016,tiny-meter-890,dev-71592
249,64.625,679,2023-10-12 11:21:41.422022400,fast-meter-505,dev-21028
250,64.625,679,2023-04-17 17:43:50.694288128,smart-meter-679,dev-98728
251,64.625,679,2023-01-13 00:44:14.545205760,smart-meter-900,dev-96537
252,64.625,679,2023-09-14 05:51:39.509864960,fast-gateway-210,dev-94755
253,64.625,679,2023-11-07 04:39:21.511288320,fast-cam-619,dev-62500
254,64.625,679,2023-12-21 12:42:24.765716736,smart-tracker-644,dev-3624
255,64.625,679,2023-02-27 13:16:35.145264128,bright-cam-769,dev-1161
256,64.625,679,2023-11-26 18:18:34.018828800,silent-relay-579,dev-56367
257,64.625,679,2023-05-19 00:05:31.121299712,silent-meter-311,dev-97316
258,64.625,679,2023-03-21 08:47:17.526694912,silent-meter-167,dev-48342
259,64.625,679,2023-12-17 13:43:27.296021504,tiny-thermo-109,dev-2043
260,64.625,679,2023-03-28 10:32:26.693382656,tiny-relay-593,dev-54218
261,64.625,679,2023-03-25 07:06:29.790880256,silent-thermo-216,dev-8544
262,64.625,679,2023-03-11 16:52:58.016443392,tiny-gateway-159,dev-25281
263,64.625,679,2023-12-28 12:31:23.193953536,sharp-meter-941,dev-25015
264,64.625,679,2023-05-17 08:58:39.768690176,smart-meter-436,dev-48683
265,64.625,679,2023-02-04 06:15:07.945024768,silent-relay-199,dev-78263
266,64.625,679,2023-12-14 14:38:24.177114624,bright-meter-272,dev-73990
267,64.625,679,2023-12-18 19:33:26.635040512,silent-gateway-192,dev-47668
268,64.625,679,2023-08-05 01:00:33.223233792,fast-tracker-977,dev-82712
269,64.625,679,2023-10-22 21:29:07.270544384,sharp-cam-874,dev-76994
270,64.625,679,2023-09-21 13:45:55.709630976,sharp-gateway-161,dev-28476
271,64.625,679,2023-11-05 14:58:35.841139456,bright-meter-558,dev-72233
272,64.625,679,2023-10-13 23:35:43.354650880,sharp-tracker-195,dev-52070
273,64.625,679,2023-07-20 16:23:14.403858432,fast-gateway-430,dev-56571
274,64.625,679,2023-02-22 20:42:25.117440512,bright-tracker-788,dev-63
275,64.625,679,2023-08-05 04:08:04.454110976,fast-relay-343,dev-9073
276,64.625,679,2023-12-18 00:36:20.708168448,sharp-relay-670,dev-53710
277,64.625,679,2023-12-02 08:05:27.569766912,fast-relay-495,dev-1717
278,64.625,679,2023-12-28 06:01:51.677878016,sharp-relay-817,dev-62777
279,64.625,679,2023-04-08 06:23:26.716072192,fast-cam-477,dev-79225
280,64.625,679,2023-12-02 08:19:33.929856512,fast-thermo-465,dev-17617
281,64.625,679,2023-12-05 06:35:30.069371904,fast-tracker-509,dev-65568
282,64.625,679,2023-11-29 20:37:29.246115072,fast-thermo-697,dev-98549
283,64.625,679,2023-05-23 22:57:26.913586432,smart-thermo-413,dev-40836
284,64.625,679,2023-11-13 06:34:40.362720256,tiny-relay-471,dev-98353
285,64.625,679,2023-06-23 09:52:09.595498496,smart-tracker-924,dev-45022
286,64.625,679,2023-01-14 19:22:44.113132544,fast-cam-674,dev-30069
287,64.625,679,2023-12-07 07:46:38.793168896,silent-thermo-496,dev-49470
288,64.625,679,2023-08-06 02:48:31.192947968,sharp-meter-689,dev-87877
289,64.625,679,2023-08-03 07:35:41.362436608,tiny-tracker-889,dev-94332
290,64.625,679,2023-03-06 18:40:20.417197824,fast-meter-496,dev-31669
291,64.625,679,2023-02-03 23:28:31.251949568,bright-tracker-734,dev-14901
292,64.625,679,2023-02-26 12:05:17.077485824,silent-thermo-278,dev-81894
293,64.625,679,2023-02-14 22:43:42.847461888,sharp-thermo-825,dev-8096
294,64.625,679,2023-08-25 07:49:13.359857152,fast-meter-726,dev-75645
295,64.625,679,2023-11-02 13:02:36.326182144,silent-gateway-705,dev-10560
296,64.625,679,2023-06-08 04:05:53.559972352,fast-meter-267,dev-65043
297,64.625,679,2023-02-03 00:53:51.823048448,smart-cam-512,dev-26417
298,64.625,679,2023-08-10 21:32:55.407925248,sharp-meter-731,dev-29793
299,64.625,679,2023-08-18 02:39:04.830329856,tiny-tracker-380,dev-95323
300,28.8181818181818,317,2023-01-11 08:49:09.367210496,tiny-cam-161,dev-51488
301,64.625,679,2023-07-18 00:54:43.745290496,tiny-cam-563,dev-84585
302,64.625,679,2023-06-19 11:40:33.281316352,fast-tracker-299,dev-41211
303,64.625,679,2023-06-20 09:19:46.536025856,bright-relay-505,dev-39695
304,64.625,679,2023-08-01 23:29:14.002688256,silent-gateway-264,dev-55999
305,64.625,679,2023-03-19 11:51:15.670447616,bright-thermo-943,dev-87636
306,64.625,679,2023-10-19 08:06:40.826781952,smart-meter-818,dev-39211
307,64.625,679,2023-01-24 12:08:19.646559232,smart-meter-302,dev-28454
308,64.625,679,2023-03-11 08:06:20.094574592,bright-gateway-886,dev-29165
309,64.625,679,2023-02-09 19:17:32.324305152,tiny-relay-900,dev-31606
310,64.625,679,2023-09-28 21:47:52.695578368,sharp-relay-716,dev-15681
311,64.625,679,2023-08-31 06:30:59.237386240,sharp-gateway-161,dev-28476
312,64.625,679,2023-10-11 03:25:34.916254464,silent-relay-303,dev-28059
313,64.625,679,2023-12-22 17:50:16.059929600,bright-gateway-210,dev-51349
314,64.625,679,2023-02-11 11:51:12.768783616,tiny-tracker-180,dev-37729
315,64.625,679,2023-09-11 23:51:38.455739392,tiny-gateway-641,dev-94333
316,64.625,679,2023-05-20 05:45:37.798797056,fast-thermo-965,dev-20505
317,64.625,679,2023-12-29 22:34:07.642764800,sharp-meter-907,dev-78202
318,64.625,679,2023-03-12 00:03:03.629078272,smart-gateway-943,dev-20717
319,64.625,679,2023-09-12 17:41:12.449596160,fast-meter-235,dev-58052
320,64.625,679,2023-07-15 01:16:26.256190976,silent-meter-169,dev-20591
321,64.625,679,2023-01-23 22:18:53.671407616,silent-meter-314,dev-99318
322,64.625,679,2023-03-09 19:53:27.080715008,bright-cam-800,dev-77390
323,64.625,679,2023-05-08 22:40:18.975780096,bright-gateway-759,dev-1607
324,64.625,679,2023-05-31 10:21:02.475823104,bright-tracker-675,dev-50273
325,64.625,679,2023-01-17 20:32:31.544783104,smart-gateway-484,dev-5655
326,64.625,679,2023-02-16 17:23:37.881288960,tiny-gateway-419,dev-26298
327,64.625,679,2023-01-21 21:15:44.758645248,bright-tracker-894,dev-70761
328,64.625,679,2023-12-22 23:39:09.013872384,smart-relay-302,dev-65824
329,64.625,679,2023-10-26 04:33:20.487999744,tiny-thermo-674,dev-53640
330,64.625,679,2023-12-16 18:21:09.086223872,bright-cam-535,dev-41559
331,64.625,679,2023-02-17 18:41:51.824185856,silent-gateway-267,dev-71134
332,64.625,679,2023-04-25 04:33:22.282323968,tiny-meter-764,dev-72442
333,64.625,679,2023-10-07 20:28:34.969397760,tiny-gateway-172,dev-56534
334,64.625,679,2023-10-26 23:24:16.906958336,bright-meter-952,dev-4585
335,64.625,679,2023-02-18 02:09:35.385370368,silent-relay-259,dev-79647
336,64.625,679,2023-06-05 08:16:28.651195392,silent-gateway-107,dev-34061
337,64.625,679,2023-02-06 15:37:59.927962112,smart-meter-557,dev-94743
338,64.625,679,2023-08-11 14:25:08.088813824,bright-relay-819,dev-28103
339,64.625,679,2023-11-14 04:55:37.580331264,silent-tracker-546,dev-89164
340,64.625,679,2023-02-08 02:02:07.253344768,sharp-tracker-572,dev-45447
341,64.625,679,2023-10-31 19:32:52.192930048,fast-relay-527,dev-85172
342,64.625,679,2023-10-13 17:50:08.611451648,bright-relay-849,dev-35433
343,64.625,679,2023-05-28 04:44:45.666141696,tiny-cam-996,dev-31411
344,64.625,679,2023-12-16 03:07:11.204580608,smart-relay-260,dev-96075
345,64.625,679,2023-01-07 22:16:11.943534336,bright-thermo-197,dev-72093
346,64.625,679,2023-10-10 20:46:19.787278592,tiny-gateway-554,dev-67907
347,64.625,679,2023-08-25 13:22:29.054853632,sharp-cam-548,dev-92246
348,64.625,679,2023-10-05 08:02:55.733559552,silent-cam-109,dev-88663
349,64.625,679,2023-04-18 14:14:50.468635904,fast-relay-240,dev-64435
