id,packet_size_avg,packet_size_sum,timestamp,device_name,device_id
33,64.625,679,2023-10-14 17:24:41.906600448,fast-tracker-330,dev-88738
34,64.625,679,2023-01-24 23:27:17.904114688,sharp-meter-160,dev-72966
35,64.625,679,2023-09-24 05:06:59.207956480,fast-relay-194,dev-10041
36,64.625,679,2023-12-18 00:39:18.922114560,silent-tracker-373,dev-6762
37,64.625,679,2023-09-25 08:29:38.120433152,silent-meter-111,dev-19711
38,64.625,679,2023-07-16 20:56:44.383983360,sharp-tracker-612,dev-73326
39,64.625,679,2023-07-10 15:50:18.459318528,fast-thermo-139,dev-47041
40,64.625,679,2023-06-29 02:49:44.160459008,sharp-meter-498,dev-79982
41,64.625,679,2023-11-07 18:04:45.046001664,fast-tracker-173,dev-85271
42,64.625,679,2023-11-24 13:46:45.859927552,silent-thermo-860,dev-24171
43,64.625,679,2023-02-22 13:16:06.834812160,smart-tracker-196,dev-14010
44,64.625,679,2023-11-09 21:32:57.817992448,tiny-gateway-291,dev-77154
45,64.625,679,2023-09-02 03:18:23.427318784,tiny-tracker-222,dev-48607
46,64.625,679,2023-11-23 03:44:58.890348544,bright-relay-283,dev-66064
47,64.625,679,2023-08-29 12:14:31.562568448,sharp-tracker-186,dev-48061
48,64.625,679,2023-03-29 00:38:05.540021504,sharp-meter-630,dev-59260
49,64.625,679,2023-07-30 20:15:38.347886336,tiny-cam-603,dev-84081
50,64.625,679,2023-07-09 06:48:07.834595584,silent-cam-803,dev-8352
51,64.625,679,2023-12-06 06:06:16.558957824,sharp-thermo-576,dev-77080
52,64.625,679,2023-11-28 22:52:16.182390272,silent-relay-789,dev-44500
53,64.625,679,2023-07-07 05:11:53.157887488,sharp-thermo-792,dev-93334
54,64.625,679,2023-09-15 09:36:02.758572032,silent-meter-692,dev-64600
55,64.625,679,2023-01-03 08:35:36.443975424,sharp-gateway-261,dev-24403
56,64.625,679,2023-08-06 06:15:59.373013760,bright-relay-431,dev-78864
57,64.625,679,2023-07-21 15:36:46.159211008,fast-meter-910,dev-1424
58,64.625,679,2023-10-05 22:09:56.161004800,tiny-meter-695,dev-2292
59,64.625,679,2023-09-29 03:30:15.582509056,sharp-thermo-317,dev-78530
60,64.625,679,2023-08-30 09:40:38.564151552,sharp-thermo-128,dev-63789
61,64.625,679,2023-10-14 00:51:23.343588864,sharp-thermo-808,dev-74838
62,64.625,679,2023-01-17 10:52:59.210680320,fast-thermo-180,dev-66485
63,64.625,679,2023-05-16 22:33:48.657118720,fast-cam-818,dev-46228
64,64.625,679,2023-09-03 11:16:51.664307200,bright-relay-336,dev-19191
65,64.625,679,2023-03-19 16:51:36.510766848,silent-cam-731,dev-63475
66,64.625,679,2023-06-26 14:54:11.047742208,tiny-tracker-503,dev-42819
67,64.625,679,2023-10-22 05:32:41.018516992,smart-cam-612,dev-5295
68,64.625,679,2023-02-03 16:14:51.006868736,bright-meter-408,dev-42439
69,64.625,679,2023-07-14 08:19:19.020894720,fast-cam-673,dev-54753
70,64.625,679,2023-11-09 06:43:57.083596288,smart-gateway-527,dev-95976
71,64.625,679,2023-05-09 07:29:48.501679616,smart-gateway-262,dev-53095
72,64.625,679,2023-03-18 15:47:51.118879744,silent-gateway-594,dev-85634
73,64.625,679,2023-11-21 19:23:43.038048512,fast-relay-902,dev-18603
74,64.625,679,2023-04-28 13:03:05.277955072,silent-thermo-946,dev-72789
75,64.625,679,2023-03-24 22:52:33.283980288,silent-cam-798,dev-85648
76,64.625,679,2023-08-18 02:33:59.343646976,smart-gateway-543,dev-64825
77,64.625,679,2023-11-30 21:00:51.826324480,silent-tracker-236,dev-34138
78,64.625,679,2023-03-26 21:44:10.750038528,bright-tracker-518,dev-95093
79,64.625,679,2023-03-01 19:47:21.422771456,silent-gateway-311,dev-47735
80,64.625,679,2023-05-05 19:51:39.182942208,smart-cam-633,dev-63220
81,64.625,679,2023-07-17 15:45:14.468747520,bright-cam-159,dev-30727
82,64.625,679,2023-07-26 19:36:34.951843072,bright-meter-808,dev-81734
83,64.625,679,2023-03-26 07:50:17.869923328,silent-cam-325,dev-50232
84,64.625,679,2023-04-13 10:02:52.368101120,tiny-meter-285,dev-61058
85,64.625,679,2023-05-31 05:06:09.373682432,fast-gateway-735,dev-5195
86,64.625,679,2023-08-14 14:15:17.709710336,smart-thermo-193,dev-45361
87,64.625,679,2023-03-24 16:49:53.379407360,sharp-thermo-801,dev-8960
88,64.625,679,2023-12-06 19:22:02.570820608,smart-gateway-477,dev-82505
89,64.625,679,2023-05-02 18:14:30.609995264,tiny-meter-905,dev-89843
90,64.625,679,2023-03-21 06:33:32.157703424,fast-cam-409,dev-31359
91,64.625,679,2023-10-08 10:14:46.004679680,tiny-cam-339,dev-70433
92,64.625,679,2023-12-26 20:01:32.528679680,fast-cam-645,dev-80184
93,64.625,679,2023-08-02 08:06:34.413560320,tiny-tracker-361,dev-7584
94,64.625,679,2023-06-11 17:44:51.342497280,fast-tracker-135,dev-8579
95,64.625,679,2023-05-08 11:43:04.052517632,tiny-meter-355,dev-47365
96,64.625,679,2023-02-24 19:05:04.157614592,bright-gateway-148,dev-72695
97,64.625,679,2023-09-05 02:15:13.721397248,sharp-meter-463,dev-54541
98,64.625,679,2023-12-19 04:00:55.110741504,sharp-cam-122,dev-49305
99,64.625,679,2023-12-18 22:54:03.006553088,fast-thermo-729,dev-26635
100,64.625,679,2023-01-25 12:40:31.535937024,smart-tracker-643,dev-37789
101,64.625,679,2023-09-13 02:10:11.296026624,tiny-relay-213,dev-21912
102,64.625,679,2023-09-17 13:09:41.268515584,fast-thermo-522,dev-2465
103,64.625,679,2023-05-05 08:57:14.989584896,tiny-cam-271,dev-85466
104,64.625,679,2023-12-11 01:50:40.269574656,sharp-cam-548,dev-95638
105,64.625,679,2023-06-07 16:28:32.988887552,bright-relay-258,dev-95521
106,64.625,679,2023-09-25 05:27:22.794202368,silent-gateway-953,dev-69564
107,64.625,679,2023-04-30 22:48:08.278667776,sharp-meter-569,dev-62447
108,64.625,679,2023-11-21 06:40:43.885573120,fast-thermo-380,dev-73238
109,64.625,679,2023-12-14 01:37:32.885431296,silent-thermo-355,dev-40913
110,64.625,679,2023-11-14 21:36:56.792896768,smart-relay-162,dev-67663
111,64.625,679,2023-08-08 10:24:14.266447616,smart-meter-895,dev-21671
112,64.625,679,2023-02-07 11:36:56.413640704,sharp-relay-187,dev-73933
113,64.625,679,2023-07-25 23:49:56.108861696,tiny-meter-212,dev-52514
114,64.625,679,2023-01-14 13:35:31.894418432,sharp-thermo-908,dev-64168
115,64.625,679,2023-07-15 01:59:16.062070016,smart-meter-155,dev-73062
116,64.5,645,2023-08-15 16:38:38.080222720,smart-gateway-773,dev-81506
117,64.625,679,2023-03-22 07:22:27.201968384,sharp-relay-374,dev-1335
118,64.625,679,2023-12-14 08:51:59.684928256,bright-meter-556,dev-18953
119,64.625,679,2023-02-13 18:42:12.821564160,silent-tracker-343,dev-18338
120,64.625,679,2023-02-07 15:37:06.610908160,bright-relay-220,dev-47301
121,64.625,679,2023-12-14 13:35:03.685050368,smart-cam-625,dev-19757
122,64.625,679,2023-07-02 19:35:48.393137920,bright-cam-924,dev-26566
123,64.625,679,2023-09-23 21:35:29.347173376,smart-cam-850,dev-51631
124,64.625,679,2023-06-09 14:43:19.899835904,tiny-relay-303,dev-62413
125,64.625,679,2023-06-28 23:08:39.273872896,tiny-cam-689,dev-76159
126,64.625,679,2023-12-11 08:53:36.711383296,smart-tracker-349,dev-43456
127,64.625,679,2023-10-01 17:47:46.596788224,bright-relay-766,dev-95987
128,64.625,679,2023-09-30 20:58:41.357819392,tiny-meter-754,dev-11302
129,64.625,679,2023-01-10 20:41:05.992028928,tiny-meter-461,dev-1640
130,64.625,679,2023-09-26 17:47:50.736884992,smart-meter-459,dev-96377
131,64.625,679,2023-08-21 11:09:00.983148032,silent-meter-212,dev-43041
132,0.0,0,2023-04-05 23:30:40.125210112,silent-meter-227,dev-29679
133,64.625,679,2023-03-14 15:23:01.528263936,tiny-gateway-180,dev-44858
134,64.625,679,2023-08-10 10:27:12.138258688,silent-gateway-439,dev-48549
135,64.625,679,2023-11-15 02:53:25.306477824,silent-tracker-127,dev-74660
136,64.625,679,2023-02-01 21:26:33.192011776,bright-gateway-957,dev-52559
137,64.625,679,2023-07-19 15:07:04.709856256,fast-tracker-311,dev-39295
138,64.625,679,2023-10-08 13:37:39.434818816,bright-tracker-420,dev-14570
139,0.0,0,2023-05-04 02:42:57.807300352,fast-gateway-250,dev-12136
140,64.625,679,2023-01-07 15:39:45.594757632,tiny-meter-879,dev-4493
141,64.625,679,2023-01-11 17:24:52.448909568,bright-relay-512,dev-99287
142,64.625,679,2023-08-27 12:46:48.370980864,silent-cam-669,dev-19433
143,64.625,679,2023-12-19 00:33:33.410145536,bright-gateway-928,dev-33570
144,64.625,679,2023-11-20 11:40:24.268502528,silent-gateway-326,dev-20492
145,64.625,679,2023-01-25 22:21:11.272854528,silent-gateway-686,dev-47028
146,64.625,679,2023-06-08 05:34:58.417052160,silent-tracker-472,dev-10417
147,64.625,679,2023-11-18 01:14:32.094992128,fast-gateway-217,dev-39855
148,64.625,679,2023-07-28 07:39:41.786353664,smart-meter-802,dev-15500
149,64.625,679,2023-10-13 03:36:33.425907712,bright-relay-230,dev-74021
150,64.625,679,2023-10-27 03:48:46.712633088,silent-gateway-144,dev-59049
151,64.625,679,2023-12-07 22:38:41.478747648,sharp-gateway-170,dev-28272
152,64.625,679,2023-02-13 17:44:36.378343424,smart-tracker-349,dev-43456
153,64.625,679,2023-06-20 19:06:23.773171968,bright-cam-713,dev-87239
154,64.625,679,2023-09-07 11:39:48.209872128,bright-relay-815,dev-15911
155,64.625,679,2023-10-02 10:25:31.920973312,bright-tracker-810,dev-57219
156,64.625,679,2023-08-15 22:32:27.458988288,fast-cam-343,dev-39047
157,64.625,679,2023-04-18 13:16:07.581403904,silent-meter-834,dev-96522
158,64.625,679,2023-05-13 04:47:45.187244544,smart-thermo-426,dev-80668
159,64.625,679,2023-02-15 18:17:39.275885056,bright-gateway-922,dev-2655
160,64.625,679,2023-10-06 23:45:52.673752064,fast-gateway-576,dev-95766
161,64.625,679,2023-08-03 13:09:45.728370944,smart-meter-928,dev-99401
162,64.625,679,2023-10-15 16:58:32.293466112,tiny-relay-669,dev-85239
163,64.625,679,2023-06-05 06:03:40.071055104,smart-cam-242,dev-71577
164,64.625,679,2023-11-14 06:56:48.396238848,sharp-meter-165,dev-40
165,64.625,679,2023-12-25 11:32:02.545871104,sharp-gateway-405,dev-14508
166,64.625,679,2023-12-29 20:36:39.148177664,tiny-tracker-118,dev-61766
167,64.625,679,2023-09-18 02:23:41.197780480,sharp-thermo-378,dev-74834
168,64.625,679,2023-04-10 11:31:32.884679680,tiny-cam-473,dev-58098
169,64.625,679,2023-10-04 09:51:14.836774656,bright-cam-649,dev-28414
170,64.625,679,2023-09-07 03:33:47.099663872,sharp-cam-103,dev-53191
171,64.625,679,2023-09-02 20:10:43.421283072,smart-meter-897,dev-67193
172,64.625,679,2023-08-24 08:29:06.829063424,tiny-cam-214,dev-16287
173,64.625,679,2023-08-15 14:12:44.189892608,tiny-meter-343,dev-97185
174,64.625,679,2023-07-17 17:01:27.236945920,bright-thermo-664,dev-49840
175,64.625,679,2023-08-29 20:00:05.773607680,tiny-tracker-642,dev-50373
176,64.625,679,2023-05-30 03:14:54.387150080,smart-tracker-711,dev-26056
177,64.625,679,2023-04-27 19:54:05.801234432,fast-cam-299,dev-45081
178,64.625,679,2023-07-13 09:43:54.367841024,silent-relay-137,dev-77665
179,64.625,679,2023-06-13 19:31:17.125531648,sharp-tracker-643,dev-97313
180,64.625,679,2023-08-16 22:42:56.555428608,bright-gateway-670,dev-86559
181,64.625,679,2023-08-01 01:40:27.676488448,bright-relay-980,dev-38126
182,64.625,679,2023-02-18 02:22:05.289802752,fast-cam-667,dev-34733
183,64.625,679,2023-10-20 12:04:17.396773632,bright-meter-926,dev-77399
184,64.625,679,2023-11-10 18:31:55.348950016,fast-gateway-556,dev-32436
185,64.625,679,2023-11-07 10:45:52.171068928,sharp-tracker-354,dev-26786
186,64.625,679,2023-06-08 13:36:51.409931008,tiny-tracker-258,dev-3744
187,64.625,679,2023-01-15 21:45:29.093413120,smart-relay-724,dev-18889
188,64.625,679,2023-01-03 06:35:09.929435136,bright-gateway-498,dev-67008
189,64.625,679,2023-02-14 16:43:20.473981440,tiny-cam-645,dev-9816
190,64.625,679,2023-08-28 05:05:47.600514816,tiny-gateway-486,dev-13421
191,64.625,679,2023-02-17 20:05:35.876736000,smart-relay-793,dev-17505
192,64.625,679,2023-08-12 09:57:43.965768960,fast-tracker-540,dev-37112
193,0.0,0,2023-01-03 21:07:52.083312896,silent-thermo-897,dev-26337
194,64.625,679,2023-01-22 19:51:22.071802880,tiny-cam-874,dev-28698
195,64.625,679,2023-11-03 16:08:41.363224576,smart-cam-412,dev-37133
196,64.625,679,2023-09-26 04:25:02.015373312,smart-cam-406,dev-65370
197,64.625,679,2023-07-21 08:09:15.465399552,tiny-cam-930,dev-59342
198,64.625,679,2023-11-29 16:00:16.644679680,smart-meter-210,dev-30798
199,64.625,679,2023-07-06 00:33:15.955118592,fast-tracker-541,dev-81291
200,64.625,679,2023-06-26 06:14:53.450478080,smart-tracker-757,dev-18019
201,10.0,140,2023-04-09 02:22:59.943878912,fast-relay-500,dev-63026
202,64.625,679,2023-03-21 22:36:17.512920832,silent-cam-507,dev-41572
203,64.625,679,2023-07-21 07:39:06.567923712,tiny-gateway-620,dev-263
204,64.625,679,2023-02-22 21:13:05.616883968,tiny-gateway-120,dev-50880
205,64.625,679,2023-07-16 13:31:46.424080384,silent-meter-330,dev-4717
206,64.625,679,2023-06-17 20:51:52.871784960,smart-cam-885,dev-59647
207,64.625,679,2023-04-25 05:20:31.718300672,silent-tracker-724,dev-37546
208,64.625,679,2023-07-06 13:22:55.587585280,sharp-cam-412,dev-4757
209,64.625,679,2023-02-09 21:55:22.709349376,silent-meter-154,dev-33888
210,64.625,679,2023-10-18 14:58:56.185383936,silent-thermo-112,dev-66306
211,64.625,679,2023-11-12 19:34:30.818792960,tiny-cam-711,dev-39935
212,64.625,679,2023-10-08 16:49:13.556105216,tiny-relay-675,dev-32923
213,64.625,679,2023-09-04 21:08:10.459059200,bright-meter-750,dev-45318
214,64.625,679,2023-05-04 08:30:43.915510272,fast-cam-108,dev-31486
215,64.625,679,2023-10-09 21:13:15.006351360,fast-thermo-496,dev-68285
216,64.625,679,2023-03-26 13:24:55.589855232,fast-relay-760,dev-99194
217,64.625,679,2023-12-08 17:21:11.727979264,smart-meter-508,dev-13220
218,64.625,679,2023-01-10 14:05:59.709618432,tiny-cam-299,dev-45576
219,64.625,679,2023-04-13 05:29:53.674960384,smart-relay-519,dev-6211
220,64.625,679,2023-10-29 01:55:01.473663744,silent-gateway-706,dev-79391
221,64.625,679,2023-03-21 23:12:28.542986752,bright-meter-225,dev-10757
222,64.625,679,2023-04-06 19:06:39.538751744,tiny-thermo-383,dev-51851
223,64.625,679,2023-02-24 13:54:19.776930048,sharp-meter-319,dev-86236
224,64.625,679,2023-07-19 18:35:45.791022848,tiny-cam-307,dev-63680
225,64.625,679,2023-08-17 16:31:48.932086528,bright-thermo-789,dev-52082
226,64.625,679,2023-09-16 14:27:22.601772288,smart-gateway-331,dev-23450
227,64.625,679,2023-01-06 15:01:45.343642368,sharp-thermo-913,dev-69816
228,64.625,679,2023-10-26 08:10:41.317982976,sharp-relay-574,dev-17445
229,64.625,679,2023-05-11 03:48:00.845836288,bright-cam-798,dev-78179
230,64.625,679,2023-04-17 00:35:43.198863616,tiny-cam-408,dev-96673
231,64.625,679,2023-03-16 09:40:01.669417216,smart-gateway-297,dev-31661
232,64.625,679,2023-08-17 06:05:22.925600000,smart-tracker-324,dev-46132
233,64.625,679,2023-04-14 10:08:41.471434496,bright-relay-941,dev-2224
234,64.625,679,2023-06-13 19:55:30.050297856,tiny-cam-318,dev-36617
235,64.625,679,2023-03-04 12:26:17.124233216,bright-meter-954,dev-35018
236,64.625,679,2023-02-05 10:50:14.006316288,fast-cam-421,dev-83315
237,64.625,679,2023-11-06 08:24:40.456334336,bright-cam-618,dev-53006
238,64.625,679,2023-01-21 17:14:15.088163584,smart-thermo-841,dev-65963
239,64.625,679,2023-10-15 12:09:07.310986752,sharp-tracker-128,dev-19993
240,64.625,679,2023-09-02 12:38:49.237456640,sharp-relay-323,dev-71972
241,64.625,679,2023-05-17 07:53:32.771055360,bright-relay-213,dev-27825
242,64.625,679,2023-03-25 04:03:49.037512192,fast-tracker-329,dev-65472
243,64.625,679,2023-06-05 15:52:06.149609984,fast-cam-588,dev-68342
244,64.625,679,2023-05-08 03:55:44.716136704,tiny-thermo-557,dev-18168
245,64.625,679,2023-11-20 02:16:22.700270080,fast-thermo-957,dev-60229
246,64.625,679,2023-06-18 15:31:24.569038592,sharp-relay-304,dev-80559
247,64.625,679,2023-07-23 17:42:01.079868928,smart-thermo-888,dev-25995
248,64.625,679,2023-01-21 10:43:13.194930944,fast-gateway-336,dev-30961
249,64.625,679,2023-08-14 01:21:29.702037248,bright-thermo-646,dev-16044
250,64.625,679,2023-09-07 22:12:40.717062656,smart-thermo-360,dev-82959
251,64.625,679,2023-05-21 20:02:20.687915264,tiny-thermo-971,dev-24042
252,64.625,679,2023-01-23 03:25:27.692233728,sharp-meter-840,dev-39018
253,64.625,679,2023-11-02 23:05:40.494356736,sharp-relay-539,dev-33444
254,64.625,679,2023-05-13 07:47:28.746359552,fast-tracker-162,dev-24102
255,64.625,679,2023-09-18 18:46:38.907418112,bright-cam-764,dev-80973
256,64.625,679,2023-07-04 05:56:02.697184256,tiny-meter-575,dev-86606
257,64.625,679,2023-05-02 10:29:11.319344896,fast-thermo-674,dev-69836
258,64.625,679,2023-10-17 06:07:14.938972416,bright-cam-583,dev-69138
259,64.625,679,2023-11-28 22:45:42.006141440,tiny-relay-649,dev-55138
260,64.625,679,2023-09-13 04:08:20.007924224,smart-cam-265,dev-95361
261,64.625,679,2023-02-28 20:31:30.746185472,fast-meter-471,dev-60171
262,64.625,679,2023-08-15 20:57:28.789931776,tiny-cam-210,dev-89955
263,64.625,679,2023-06-02 01:43:11.823145984,bright-cam-655,dev-11518
264,64.625,679,2023-12-06 01:53:27.597891328,bright-meter-499,dev-83088
265,64.625,679,2023-08-25 07:36:43.800592640,tiny-relay-316,dev-12024
266,64.625,679,2023-12-06 03:22:13.061976064,silent-cam-557,dev-43530
267,64.625,679,2023-04-24 20:13:54.720589824,sharp-tracker-242,dev-63586
268,64.625,679,2023-09-25 09:40:51.391837184,tiny-cam-898,dev-14225
269,64.625,679,2023-05-20 16:45:50.968320000,tiny-gateway-262,dev-26795
270,64.625,679,2023-05-06 04:35:07.071671040,tiny-thermo-178,dev-30704
271,64.625,679,2023-09-23 00:49:24.901127424,tiny-tracker-700,dev-42587
272,64.625,679,2023-03-12 11:55:32.865266688,fast-cam-534,dev-25146
273,64.625,679,2023-01-12 17:51:29.845550080,fast-tracker-584,dev-20743
274,64.625,679,2023-10-03 04:41:09.259053568,silent-relay-392,dev-37269
275,64.625,679,2023-08-31 17:28:14.453867520,sharp-cam-249,dev-46935
276,64.625,679,2023-02-03 15:46:29.325988352,sharp-meter-515,dev-97652
277,64.625,679,2023-05-27 10:58:31.641442816,bright-tracker-597,dev-83931
278,64.625,679,2023-06-12 21:50:08.126940416,sharp-gateway-998,dev-83817
279,64.625,679,2023-03-20 01:13:19.067792896,silent-relay-363,dev-80329
280,64.625,679,2023-06-15 16:14:14.031276032,silent-tracker-773,dev-92667
281,64.625,679,2023-05-16 17:13:09.458047232,silent-tracker-813,dev-4165
282,64.625,679,2023-03-01 13:52:28.997589248,smart-thermo-218,dev-37850
283,64.625,679,2023-04-06 08:32:58.207450880,smart-cam-949,dev-47468
284,64.625,679,2023-03-12 21:21:20.212972800,smart-cam-180,dev-18810
285,64.625,679,2023-09-01 00:01:13.247536640,tiny-cam-659,dev-55756
286,64.625,679,2023-11-16 09:17:35.218312704,fast-meter-823,dev-14819
287,64.625,679,2023-10-14 16:46:24.159345920,fast-gateway-731,dev-5011
288,64.625,679,2023-08-27 00:23:07.427490304,silent-tracker-433,dev-11782
289,64.625,679,2023-03-12 04:00:49.692033536,bright-tracker-549,dev-48541
290,64.625,679,2023-03-04 17:47:36.000843008,tiny-gateway-220,dev-99093
291,64.625,679,2023-12-25 10:23:48.112709376,tiny-thermo-410,dev-17429
292,64.625,679,2023-02-26 01:14:09.584210944,smart-tracker-310,dev-84251
293,64.625,679,2023-01-21 08:11:51.416657152,sharp-thermo-742,dev-92303
294,64.625,679,2023-05-30 19:47:28.350997760,sharp-gateway-400,dev-18206
295,64.625,679,2023-04-08 09:06:20.980269312,sharp-gateway-820,dev-60334
296,64.625,679,2023-04-20 19:08:04.737242112,tiny-meter-851,dev-84812
297,64.625,679,2023-08-14 04:07:31.506863616,tiny-relay-800,dev-94684
298,64.625,679,2023-07-11 04:52:59.547342336,smart-thermo-581,dev-62969
299,64.625,679,2023-01-15 14:07:13.147659520,silent-gateway-541,dev-73500
300,64.625,679,2023-02-06 11:26:34.432653312,bright-gateway-552,dev-85441
301,28.8181818181818,317,2023-04-02 04:18:47.511095040,fast-meter-344,dev-53333
302,64.625,679,2023-06-06 12:48:53.366519296,fast-meter-661,dev-69951
303,64.625,679,2023-11-14 05:15:10.218449408,sharp-cam-350,dev-99497
304,64.625,679,2023-03-01 17:54:38.011320064,tiny-meter-558,dev-73592
305,64.625,679,2023-09-24 15:11:27.939163904,sharp-relay-815,dev-66386
306,64.625,679,2023-02-09 18:11:35.576974336,sharp-tracker-253,dev-44719
307,64.625,679,2023-09-29 09:00:27.431942656,tiny-relay-139,dev-57722
308,64.625,679,2023-06-11 09:22:46.998818048,bright-gateway-591,dev-36285
309,64.625,679,2023-06-01 17:36:54.609377536,fast-gateway-694,dev-29521
310,64.625,679,2023-10-20 15:41:58.098418944,tiny-tracker-797,dev-65901
311,64.625,679,2023-03-19 16:40:59.916336128,tiny-cam-309,dev-22527
312,64.625,679,2023-04-15 15:18:31.812695552,smart-thermo-657,dev-6429
313,64.625,679,2023-06-08 21:10:57.106940672,silent-meter-419,dev-88865
314,64.625,679,2023-02-10 16:53:41.444260352,smart-gateway-737,dev-74194
315,64.625,679,2023-01-31 17:35:58.758657024,fast-relay-473,dev-66362
316,64.625,679,2023-02-06 22:41:17.519442176,sharp-thermo-645,dev-43411
317,64.625,679,2023-02-03 08:51:42.308106240,bright-meter-416,dev-74246
318,64.625,679,2023-10-16 22:44:06.354372608,tiny-tracker-797,dev-65901
319,64.625,679,2023-02-27 18:16:22.155488000,fast-meter-138,dev-81438
320,64.625,679,2023-01-20 15:03:51.230272256,tiny-meter-840,dev-24963
321,64.625,679,2023-06-02 04:09:29.038758656,bright-meter-174,dev-62895
322,64.625,679,2023-12-23 04:33:09.952849920,silent-cam-440,dev-53586
323,64.625,679,2023-12-22 05:56:15.266600192,bright-cam-347,dev-64738
324,64.625,679,2023-08-21 12:01:07.934257664,tiny-gateway-824,dev-57851
325,64.625,679,2023-06-23 18:11:01.275982336,tiny-meter-221,dev-17468
326,64.625,679,2023-11-06 17:50:23.256551680,silent-tracker-327,dev-48532
327,64.625,679,2023-10-22 11:34:34.015402752,bright-tracker-265,dev-31464
328,64.625,679,2023-10-31 13:18:11.144150016,bright-gateway-562,dev-47297
329,64.625,679,2023-03-14 09:08:45.580690176,tiny-tracker-772,dev-33900
330,64.625,679,2023-04-12 23:54:12.882043136,bright-tracker-320,dev-21807
331,64.625,679,2023-11-03 14:10:44.317504768,bright-relay-120,dev-44573
332,64.625,679,2023-06-06 10:19:08.990724096,fast-thermo-415,dev-88011
333,64.625,679,2023-08-05 13:41:13.298946560,sharp-gateway-400,dev-18206
334,64.625,679,2023-08-27 11:34:36.824039168,silent-meter-706,dev-47742
335,64.625,679,2023-03-17 08:03:52.926095872,sharp-relay-252,dev-774
336,64.625,679,2023-06-20 06:39:59.103284224,tiny-relay-846,dev-71789
337,64.625,679,2023-02-04 01:59:14.386179584,fast-relay-616,dev-19176
338,64.625,679,2023-07-11 23:36:19.901384704,sharp-meter-843,dev-84530
339,64.625,679,2023-08-26 07:35:18.860228352,smart-thermo-489,dev-37395
340,64.625,679,2023-03-25 19:45:00.037670400,silent-gateway-845,dev-8615
341,64.625,679,2023-05-06 23:02:56.845529600,smart-relay-189,dev-95015
342,64.625,679,2023-12-14 15:22:41.880959232,smart-thermo-952,dev-89987
343,64.625,679,2023-03-05 18:22:38.116210432,bright-relay-612,dev-48879
344,64.625,679,2023-05-21 03:21:11.441688832,silent-relay-450,dev-47014
345,64.625,679,2023-12-06 15:06:02.333921792,tiny-gateway-627,dev-57671
346,64.625,679,2023-05-04 23:44:37.408226304,fast-tracker-613,dev-43687
347,64.625,679,2023-06-11 02:07:32.644580864,bright-gateway-812,dev-95386
348,64.625,679,2023-11-28 14:10:29.629040384,smart-thermo-600,dev-62318
349,64.625,679,2023-03-20 02:25:25.003489792,smart-tracker-205,dev-56193
350,64.625,679,2023-03-19 07:55:59.373281280,bright-relay-527,dev-61367
