id,packet_size_avg,packet_size_sum,timestamp
69,64.625,679,2023-04-24 20:00:53.823621888
70,64.625,679,2023-09-06 14:44:55.868861440
71,64.625,679,2023-09-20 04:00:54.036341504
72,64.625,679,2023-03-25 14:51:58.151927040
73,64.625,679,2023-09-06 21:31:59.905542912
74,64.625,679,2023-10-13 06:27:39.296591872
75,64.625,679,2023-02-24 06:05:11.559508992
76,64.625,679,2023-04-11 17:44:31.169760512
77,64.625,679,2023-04-21 00:01:43.950163968
78,64.625,679,2023-02-21 15:25:28.872129536
79,64.625,679,2023-10-15 00:16:00.725233920
80,64.625,679,2023-12-11 02:57:19.373214976
81,64.625,679,2023-06-26 21:12:57.946856704
82,64.625,679,2023-05-21 07:00:52.486222848
83,64.625,679,2023-11-11 15:36:42.019415296
84,64.625,679,2023-02-27 04:58:43.847615232
85,64.625,679,2023-08-15 01:22:47.343018496
86,64.625,679,2023-01-02 16:54:00.794515200
87,64.625,679,2023-03-06 22:43:28.887805184
88,64.625,679,2023-08-24 03:19:48.568046592
89,64.625,679,2023-12-11 11:23:39.970709248
90,64.625,679,2023-07-25 16:03:11.171982080
91,64.625,679,2023-11-13 04:45:15.696977408
92,64.625,679,2023-03-04 08:01:13.030953984
93,64.625,679,2023-10-07 19:52:12.862362368
94,64.625,679,2023-05-30 14:40:32.407155712
95,64.625,679,2023-08-25 21:57:00.299881728
96,64.625,679,2023-01-05 11:40:41.325873920
97,64.625,679,2023-05-10 07:10:00.276673792
98,64.625,679,2023-02-08 02:12:29.310877696
99,64.625,679,2023-05-19 06:35:57.644860416
100,64.625,679,2023-08-07 12:06:40.863261952
101,64.625,679,2023-08-13 11:52:29.839915520
102,64.625,679,2023-07-30 09:42:02.456358656
103,64.625,679,2023-06-23 11:15:26.064939008
104,64.625,679,2023-04-24 21:16:06.727707904
105,64.625,679,2023-08-22 07:35:43.698434048
106,64.625,679,2023-02-15 17:45:33.443754240
107,64.625,679,2023-10-10 15:59:13.956969216
108,64.625,679,2023-08-08 01:10:02.202845952
109,64.625,679,2023-06-22 03:31:30.758188800
110,64.625,679,2023-06-16 14:58:51.302171648
111,64.625,679,2023-09-02 12:15:50.213267200
112,64.625,679,2023-04-10 17:25:23.664580096
113,64.625,679,2023-12-12 07:20:57.142461952
114,64.625,679,2023-04-24 05:02:34.885986304
115,64.625,679,2023-07-23 17:16:49.121980160
116,64.5,645,2023-07-30 22:34:19.666993152
117,64.625,679,2023-05-17 21:30:42.142132992
118,64.625,679,2023-09-23 19:56:04.082309120
119,64.625,679,2023-06-13 12:59:28.205772544
120,64.625,679,2023-01-06 04:39:54.393026560
121,64.625,679,2023-05-01 12:06:07.609978624
122,64.625,679,2023-07-13 13:01:16.949253632
123,64.625,679,2023-04-08 11:49:56.557327104
124,64.625,679,2023-10-18 05:10:48.138120192
125,64.625,679,2023-04-12 19:17:42.555703808
126,64.625,679,2023-02-28 03:02:16.364932352
127,64.625,679,2023-07-03 14:03:19.863262976
128,64.625,679,2023-07-02 17:45:59.240278528
129,64.625,679,2023-06-28 13:29:46.810686976
130,64.625,679,2023-09-13 13:26:13.325975552
131,64.625,679,2023-07-09 19:04:06.410360576
132,0.0,0,2023-01-16 03:05:25.325024000
133,64.625,679,2023-01-03 19:18:14.102738688
134,64.625,679,2023-12-14 12:53:03.298712576
135,64.625,679,2023-06-25 12:53:18.413771264
136,64.625,679,2023-11-07 00:58:34.915191296
137,64.625,679,2023-05-06 02:21:02.220325888
138,64.625,679,2023-01-05 02:43:33.595446784
139,0.0,0,2023-10-04 18:55:46.457508608
140,64.625,679,2023-05-25 17:33:05.351483392
141,64.625,679,2023-09-15 11:07:26.625585920
142,64.625,679,2023-08-22 11:10:24.854375936
143,64.625,679,2023-08-05 00:29:31.713107200
144,64.625,679,2023-06-20 21:28:53.918217216
145,64.625,679,2023-08-17 13:54:32.516167680
146,64.625,679,2023-05-02 01:30:23.958638848
147,64.625,679,2023-10-19 11:35:55.837505536
148,64.625,679,2023-08-16 00:14:10.525289216
149,64.625,679,2023-11-01 23:33:21.605112320
150,64.625,679,2023-12-05 03:28:24.040556800
151,64.625,679,2023-11-04 20:47:21.567528192
152,64.625,679,2023-07-05 22:18:31.571539456
153,64.625,679,2023-01-09 02:40:45.679112192
154,64.625,679,2023-12-06 16:05:41.124211712
155,64.625,679,2023-10-06 07:37:57.499585280
156,64.625,679,2023-08-12 16:06:55.454076416
157,64.625,679,2023-02-25 18:23:11.509706752
158,64.625,679,2023-01-22 15:59:59.598554112
159,64.625,679,2023-10-22 06:41:16.374927872
160,64.625,679,2023-05-08 15:26:05.647140864
161,64.625,679,2023-07-31 20:01:11.040865792
162,64.625,679,2023-12-21 14:33:30.420930560
163,64.625,679,2023-04-27 20:31:21.862726912
164,64.625,679,2023-05-09 13:31:17.143557120
165,64.625,679,2023-07-07 18:22:40.597766656
166,64.625,679,2023-08-05 23:47:36.388928512
167,64.625,679,2023-11-15 09:54:19.240932608
168,64.625,679,2023-03-28 04:29:51.215169536
169,64.625,679,2023-02-01 07:05:35.686917120
170,64.625,679,2023-12-17 19:59:27.234017536
171,64.625,679,2023-02-21 11:08:54.030955520
172,64.625,679,2023-06-28 14:32:07.147037952
173,64.625,679,2023-08-26 17:09:01.261583360
174,64.625,679,2023-09-05 17:30:57.244949760
175,64.625,679,2023-09-19 03:22:45.577055488
176,64.625,679,2023-03-16 22:28:48.976192256
177,64.625,679,2023-09-08 13:19:09.588404480
178,64.625,679,2023-03-02 17:47:10.858257408
179,64.625,679,2023-09-03 15:30:41.810289920
180,64.625,679,2023-09-25 11:00:13.670172416
181,64.625,679,2023-04-08 02:29:01.654541056
182,64.625,679,2023-11-12 11:55:16.936828928
183,64.625,679,2023-03-06 02:03:41.674420992
184,64.625,679,2023-01-25 19:36:33.380502016
185,64.625,679,2023-08-29 19:37:16.639782912
186,64.625,679,2023-12-10 13:20:31.349248256
187,64.625,679,2023-09-13 09:45:55.051542528
188,64.625,679,2023-01-20 05:46:11.919220480
189,64.625,679,2023-07-30 21:33:29.101733888
190,64.625,679,2023-09-13 09:31:05.094616576
191,64.625,679,2023-01-09 19:04:01.178803456
192,64.625,679,2023-09-01 02:24:13.816325376
193,0.0,0,2023-07-17 12:23:39.449577728
194,64.625,679,2023-07-21 19:31:53.790999808
195,64.625,679,2023-09-21 00:05:30.113392128
196,64.625,679,2023-12-14 13:37:05.014678528
197,64.625,679,2023-04-20 20:11:55.888958464
198,64.625,679,2023-09-18 18:44:07.616750592
199,64.625,679,2023-01-10 20:28:05.587226624
200,64.625,679,2023-01-13 19:15:05.050940672
201,10.0,140,2023-08-03 04:50:05.197219072
202,64.625,679,2023-03-06 21:27:01.924574720
203,64.625,679,2023-12-05 23:59:42.553124864
204,64.625,679,2023-08-12 06:30:45.456502272
205,64.625,679,2023-03-20 18:00:17.977850880
206,64.625,679,2023-11-03 16:12:32.100288512
207,64.625,679,2023-07-07 07:11:00.779520000
208,64.625,679,2023-11-28 21:09:03.227357952
209,64.625,679,2023-04-06 13:03:30.392434432
210,64.625,679,2023-08-10 01:14:11.567763456
211,64.625,679,2023-01-29 05:13:45.414831872
212,64.625,679,2023-04-23 13:36:48.439313408
213,64.625,679,2023-02-03 23:33:14.143496960
214,64.625,679,2023-04-09 18:44:09.198429184
215,64.625,679,2023-04-28 03:41:10.163222016
216,64.625,679,2023-03-02 09:51:22.739850752
217,64.625,679,2023-07-11 01:00:16.213335808
218,64.625,679,2023-03-29 05:50:08.671821568
219,64.625,679,2023-03-28 12:38:44.439778560
220,64.625,679,2023-11-07 05:10:29.616036864
221,64.625,679,2023-02-08 04:32:24.719866880
222,64.625,679,2023-03-13 17:42:53.139576064
223,64.625,679,2023-07-04 14:21:04.930024960
224,64.625,679,2023-05-20 13:38:57.564428032
225,64.625,679,2023-07-10 20:56:45.224449536
226,64.625,679,2023-08-03 09:21:53.054749952
227,64.625,679,2023-10-26 12:07:40.769177856
228,64.625,679,2023-11-26 17:37:23.007739648
229,64.625,679,2023-06-28 00:23:46.933369856
230,64.625,679,2023-12-17 01:40:13.019968512
231,64.625,679,2023-06-29 03:03:54.220354048
232,64.625,679,2023-06-17 03:18:51.466645504
233,64.625,679,2023-11-11 14:50:10.264502528
234,64.625,679,2023-07-08 20:35:03.929097472
235,64.625,679,2023-07-09 18:58:42.309187840
236,64.625,679,2023-03-28 21:50:22.354002176
237,64.625,679,2023-09-27 17:07:19.765032192
238,64.625,679,2023-07-27 04:53:05.844825600
239,64.625,679,2023-01-25 23:16:58.858739456
240,64.625,679,2023-03-11 18:05:47.792732928
241,64.625,679,2023-03-28 23:15:05.968237824
242,64.625,679,2023-09-01 18:12:00.105761536
243,64.625,679,2023-08-27 04:06:41.047165440
244,64.625,679,2023-01-30 20:45:45.757625856
245,64.625,679,2023-09-20 12:32:05.563355904
246,64.625,679,2023-04-30 18:06:20.346986496
247,64.625,679,2023-04-14 20:21:43.612965888
248,64.625,679,2023-09-15 18:00:47.450042880
249,64.625,679,2023-09-29 09:23:17.307845376
250,64.625,679,2023-12-26 05:06:01.559540736
251,64.625,679,2023-06-05 08:05:57.680692480
252,64.625,679,2023-04-24 04:10:59.330325248
253,64.625,679,2023-02-13 17:00:00.699502080
254,64.625,679,2023-10-07 12:29:29.242918912
255,64.625,679,2023-02-20 15:56:06.611024128
256,64.625,679,2023-12-18 21:20:42.077167360
257,64.625,679,2023-12-15 14:25:15.847887872
258,64.625,679,2023-02-01 11:27:41.115021824
259,64.625,679,2023-12-03 10:36:34.724287488
260,64.625,679,2023-09-17 07:44:10.148750848
261,64.625,679,2023-02-11 18:43:14.437984000
262,64.625,679,2023-06-04 07:40:51.658342144
263,64.625,679,2023-10-17 01:17:09.126431488
264,64.625,679,2023-05-05 19:23:19.866220800
265,64.625,679,2023-12-27 21:53:34.435505664
266,64.625,679,2023-09-15 08:14:16.445832448
267,64.625,679,2023-06-04 15:22:40.448070912
268,64.625,679,2023-12-29 19:51:10.135697920
269,64.625,679,2023-09-04 10:53:22.854593024
270,64.625,679,2023-04-14 04:15:28.712282624
271,64.625,679,2023-10-17 10:32:03.092786176
272,64.625,679,2023-07-10 08:15:01.558232576
273,64.625,679,2023-01-05 14:11:41.538112256
274,64.625,679,2023-03-23 16:22:19.850902016
275,64.625,679,2023-07-08 02:23:52.992723712
276,64.625,679,2023-04-26 06:38:51.060710400
277,64.625,679,2023-08-23 21:50:56.122067200
278,64.625,679,2023-12-05 19:30:44.579280640
279,64.625,679,2023-09-26 06:21:55.668234496
280,64.625,679,2023-11-23 13:21:09.895360256
281,64.625,679,2023-08-12 03:24:35.874956032
282,64.625,679,2023-09-05 20:44:24.054777856
283,64.625,679,2023-01-18 11:49:40.693078784
284,64.625,679,2023-07-29 11:08:35.944580864
285,64.625,679,2023-01-14 03:18:53.101306880
286,64.625,679,2023-12-04 06:07:30.597517056
287,64.625,679,2023-10-28 06:57:10.182981376
288,64.625,679,2023-06-07 15:15:31.078849536
289,64.625,679,2023-04-22 00:40:21.862235648
290,64.625,679,2023-08-16 08:16:44.611202560
291,64.625,679,2023-02-08 08:18:37.856705280
292,64.625,679,2023-12-21 15:10:04.409020416
293,64.625,679,2023-06-07 22:05:47.487919616
294,64.625,679,2023-11-30 09:34:59.360242944
295,64.625,679,2023-10-20 03:23:37.618607872
296,64.625,679,2023-01-02 06:53:05.702386432
297,64.625,679,2023-03-03 09:33:20.866231040
298,64.625,679,2023-03-24 20:26:40.904201216
299,64.625,679,2023-07-06 00:36:00.494405120
300,64.625,679,2023-03-30 00:43:40.271107840
301,28.8181818181818,317,2023-05-12 03:08:00.573449216
302,64.625,679,2023-06-14 11:05:13.856382464
303,64.625,679,2023-11-17 03:54:09.667793152
304,64.625,679,2023-12-18 17:16:28.382044160
305,64.625,679,2023-01-18 15:43:46.342496256
306,64.625,679,2023-04-21 00:14:52.354821376
307,64.625,679,2023-05-13 02:58:35.817118720
308,64.625,679,2023-06-06 01:12:14.860340224
309,64.625,679,2023-03-13 04:59:52.071584256
310,64.625,679,2023-04-26 02:46:18.238697728
311,64.625,679,2023-03-20 21:07:13.047882752
312,64.625,679,2023-01-23 01:29:03.625918464
313,64.625,679,2023-06-03 16:26:29.615330048
314,64.625,679,2023-06-05 04:48:44.450617344
315,64.625,679,2023-06-20 15:26:28.644065792
316,64.625,679,2023-11-11 23:07:48.367099136
317,64.625,679,2023-02-11 15:20:24.303813632
318,64.625,679,2023-11-12 17:20:18.953861120
319,64.625,679,2023-07-22 04:09:48.365351168
320,64.625,679,2023-05-19 07:53:37.985371904
321,64.625,679,2023-07-03 13:13:12.627546368
322,64.625,679,2023-07-11 11:39:21.129291008
323,64.625,679,2023-10-25 14:53:15.519754752
324,64.625,679,2023-10-22 23:25:03.420198912
325,64.625,679,2023-07-28 21:50:48.994981632
326,64.625,679,2023-10-31 13:53:29.392198912
327,64.625,679,2023-07-07 20:42:06.304627968
328,64.625,679,2023-10-04 01:44:31.787796992
329,64.625,679,2023-03-03 07:08:27.270996480
330,64.625,679,2023-11-24 22:55:48.652467712
331,64.625,679,2023-08-28 12:04:10.066272256
332,64.625,679,2023-04-07 12:43:40.818605568
333,64.625,679,2023-01-23 04:01:25.063299072
334,64.625,679,2023-11-06 15:00:47.002957568
335,64.625,679,2023-12-05 14:45:01.819969792
336,64.625,679,2023-01-06 02:34:14.266631936
337,64.625,679,2023-09-15 21:43:13.006571520
338,64.625,679,2023-10-22 14:22:53.678226432
339,64.625,679,2023-03-25 06:56:41.473543936
340,64.625,679,2023-02-02 22:51:16.214214144
341,64.625,679,2023-07-30 08:07:37.899700736
342,64.625,679,2023-02-03 15:39:25.692962816
343,64.625,679,2023-02-26 00:18:22.584732416
344,64.625,679,2023-07-18 13:24:11.323865088
345,64.625,679,2023-04-21 09:24:03.112834560
346,64.625,679,2023-01-09 16:44:31.950152960
347,64.625,679,2023-05-10 10:05:18.614274816
348,64.625,679,2023-05-07 09:41:12.105691648
349,64.625,679,2023-09-02 13:21:42.764677888
350,64.625,679,2023-08-19 03:54:42.931970560
351,64.625,679,2023-07-10 15:21:23.676733696
352,64.625,679,2023-07-22 10:37:25.533164032
353,64.625,679,2023-02-18 13:35:08.373022720
354,64.625,679,2023-04-14 03:51:14.253445632
355,64.625,679,2023-01-21 20:52:00.127453440
356,64.625,679,2023-10-18 01:56:20.044697344
357,64.625,679,2023-03-09 03:24:36.905925376
358,64.625,679,2023-01-03 23:29:28.586820608
359,64.625,679,2023-08-16 04:31:53.127789568
360,64.625,679,2023-02-21 13:16:18.602427648
361,64.625,679,2023-08-03 14:50:24.972839424
362,64.625,679,2023-01-10 21:22:37.341982720
363,64.625,679,2023-02-06 14:32:41.988172800
364,64.625,679,2023-11-22 09:16:10.898530816
365,64.625,679,2023-01-24 21:56:42.824527616
366,64.625,679,2023-01-24 02:17:50.405207552
367,64.625,679,2023-08-30 08:16:43.712814080
368,64.625,679,2023-08-23 16:17:41.281027328
369,64.625,679,2023-04-08 14:48:30.863036160
370,64.625,679,2023-11-13 06:26:35.395443456
371,64.625,679,2023-10-14 03:49:15.178055168
372,64.625,679,2023-01-14 10:21:37.977716992
373,64.625,679,2023-04-01 19:14:20.718895360
374,64.625,679,2023-03-08 00:37:14.852786688
375,64.625,679,2023-06-17 11:30:45.963910144
376,64.625,679,2023-06-08 16:16:07.172052736
377,64.625,679,2023-03-01 21:33:17.942523648
378,64.625,679,2023-07-05 19:26:06.147323136
379,64.625,679,2023-03-28 16:09:41.779619328
380,64.625,679,2023-12-21 22:30:06.764743680
381,64.625,679,2023-01-15 07:03:45.494208512
382,64.625,679,2023-07-08 20:36:46.764334336
383,64.625,679,2023-04-27 00:02:09.777746688
384,64.625,679,2023-05-27 13:52:37.879489024
385,64.625,679,2023-12-10 06:58:24.428462080
386,64.625,679,2023-09-27 03:34:30.439169792
387,64.625,679,2023-01-02 04:54:57.870184704
388,64.625,679,2023-02-03 07:14:20.294635776
389,64.625,679,2023-08-22 12:34:03.513649408
390,64.625,679,2023-03-23 01:22:18.319025920
391,64.625,679,2023-12-19 14:42:55.788352768
392,64.625,679,2023-04-15 19:54:00.718592768
393,64.625,679,2023-10-06 17:13:37.385287936
394,64.625,679,2023-02-15 17:59:28.476321024
395,64.625,679,2023-07-13 00:48:30.946107904
396,64.625,679,2023-05-11 07:54:44.437328384
397,64.625,679,2023-09-14 16:00:56.322051328
398,64.625,679,2023-08-06 21:37:04.403287296
399,64.625,679,2023-03-03 16:43:20.574960896
400,64.625,679,2023-09-03 00:18:27.661995264
401,64.625,679,2023-06-17 18:33:43.527616768
402,64.625,679,2023-10-11 03:32:18.110472192
403,64.625,679,2023-09-04 04:35:28.313257984
404,64.625,679,2023-05-24 00:44:07.616458496
405,64.625,679,2023-11-22 09:04:42.826559744
406,64.625,679,2023-05-06 01:34:35.112497664
407,64.625,679,2023-05-03 02:29:06.688817920
408,64.625,679,2023-10-20 07:43:55.247276544
409,0.0,0,2023-09-24 10:22:59.103569920
410,0.0,0,2023-09-20 03:52:24.422051072
411,0.0,0,2023-04-02 03:33:36.427772928
412,0.0,0,2023-04-20 00:44:22.494883584
413,0.0,0,2023-10-21 23:36:59.952626944
414,0.0,0,2023-02-25 01:26:40.973538560
415,0.0,0,2023-08-06 17:54:44.952326912
416,0.0,0,2023-10-07 10:17:41.415750144
417,0.0,0,2023-04-18 21:11:03.855447296
418,0.0,0,2023-02-01 04:30:46.108344576
419,0.0,0,2023-02-17 06:09:31.901573632
420,0.0,0,2023-05-05 10:15:48.612050176
421,0.0,0,2023-04-03 11:09:53.814162944
422,0.0,0,2023-02-20 23:49:02.810300928
423,0.0,0,2023-04-28 23:29:53.058721024
424,0.0,0,2023-03-29 16:57:42.487739136
425,0.0,0,2023-05-04 01:57:18.526134784
426,0.0,0,2023-10-11 23:19:52.826610432
427,0.0,0,2023-08-03 06:59:52.775999744
428,0.0,0,2023-08-08 21:19:17.552658944
429,0.0,0,2023-06-24 04:51:02.817634304
430,0.0,0,2023-05-06 14:58:24.436963584
431,0.0,0,2023-11-03 07:00:16.318666240
432,0.0,0,2023-12-22 08:41:17.444416000
433,0.0,0,2023-05-05 10:58:48.006536192
434,0.0,0,2023-12-07 22:14:42.654205184
435,0.0,0,2023-07-08 02:27:05.045407488
436,0.0,0,2023-07-26 08:35:35.573919232
437,0.0,0,2023-03-31 03:12:38.080477696
438,0.0,0,2023-03-08 00:37:20.327011328
439,0.0,0,2023-12-22 22:19:58.060372992
440,0.0,0,2023-01-14 01:18:16.923792640
441,0.0,0,2023-03-11 00:07:20.005255424
442,0.0,0,2023-03-30 11:28:38.187064576
443,0.0,0,2023-10-17 08:11:58.195805184
444,0.0,0,2023-07-04 04:26:02.488362496
445,0.0,0,2023-03-01 00:50:15.903559424
446,0.0,0,2023-03-15 08:25:30.128497152
447,0.0,0,2023-08-22 07:44:42.645484544
448,0.0,0,2023-12-20 09:28:48.495514112
449,0.0,0,2023-04-04 01:08:45.901275904
450,0.0,0,2023-06-09 15:40:29.009698816
451,0.0,0,2023-02-23 21:33:17.386840320
452,0.0,0,2023-06-26 21:23:29.296987136
453,0.0,0,2023-03-04 15:55:51.855477504
454,0.0,0,2023-12-19 12:15:38.730374656
455,0.0,0,2023-04-08 00:57:17.330598656
456,0.0,0,2023-12-02 17:45:31.861079808
457,0.0,0,2023-01-05 02:27:52.147345408
458,0.0,0,2023-07-01 15:18:03.364734208
459,0.0,0,2023-01-24 17:14:12.458312704
460,0.0,0,2023-01-23 08:24:55.312302592
461,0.0,0,2023-03-04 08:55:57.276157440
462,0.0,0,2023-01-06 03:33:37.668218368
463,0.0,0,2023-01-11 08:22:45.295947264
464,0.0,0,2023-12-27 08:43:37.526713088
465,0.0,0,2023-10-26 08:17:05.214715136
466,0.0,0,2023-07-16 07:16:22.456087040
467,0.0,0,2023-04-09 18:56:49.567365888
468,0.0,0,2023-07-04 18:21:42.909520640
469,0.0,0,2023-07-26 04:31:31.374618368
470,0.0,0,2023-01-27 13:54:48.189732352
471,0.0,0,2023-06-20 22:52:10.553529856
472,0.0,0,2023-06-15 13:21:11.261784576
473,0.0,0,2023-12-27 12:22:04.390973184
474,0.0,0,2023-06-28 02:59:17.965391616
475,0.0,0,2023-09-23 06:53:08.211099392
476,0.0,0,2023-10-14 02:03:21.119704320
477,0.0,0,2023-12-12 06:56:19.742874368
478,0.0,0,2023-09-08 14:52:31.081224192
479,0.0,0,2023-09-24 11:34:16.041776896
480,0.0,0,2023-08-09 02:00:56.788350976
481,0.0,0,2023-10-05 09:33:36.575452160
482,0.0,0,2023-12-21 00:25:32.632276480
483,0.0,0,2023-09-07 05:11:38.369342464
484,0.0,0,2023-08-10 17:48:30.926652160
485,0.0,0,2023-10-31 04:22:43.640983296
486,0.0,0,2023-01-19 04:39:48.446838528
487,0.0,0,2023-02-22 01:15:19.695275776
488,0.0,0,2023-10-09 15:19:19.788805120
489,0.0,0,2023-07-16 07:39:23.900812288
490,0.0,0,2023-08-09 04:25:59.720528640
491,0.0,0,2023-09-18 18:10:10.113641216
492,0.0,0,2023-09-06 14:39:56.018282752
493,0.0,0,2023-09-22 22:06:03.080060672
494,0.0,0,2023-02-05 11:13:32.675878400
495,0.0,0,2023-10-03 15:53:35.880302336
496,0.0,0,2023-11-03 08:38:53.155567872
497,0.0,0,2023-01-18 15:37:47.875817216
498,0.0,0,2023-09-15 20:27:33.844354560
499,0.0,0,2023-10-20 03:51:41.168707328
500,0.0,0,2023-12-18 17:02:05.309764608
501,0.0,0,2023-04-05 12:00:10.689011456
502,0.0,0,2023-05-17 07:06:07.590954240
503,0.0,0,2023-03-29 10:37:54.378059264
504,64.625,679,2023-09-10 01:57:52.867870464
505,64.625,679,2023-02-27 07:16:42.023730176
506,64.625,679,2023-09-28 22:23:27.728106496
507,64.625,679,2023-09-01 13:02:31.984802560
508,64.625,679,2023-04-12 12:51:36.639160576
509,64.625,679,2023-12-19 22:44:29.091042304
510,64.625,679,2023-05-25 10:54:00.267371520
511,4.6,23,2023-12-06 11:31:05.919351296
512,3.28571428571429,23,2023-09-21 08:10:23.347572224
513,64.625,679,2023-08-28 17:41:31.626542848
514,64.625,679,2023-06-20 11:09:39.308787968
515,64.625,679,2023-04-14 08:09:10.164469248
516,64.625,679,2023-03-03 07:47:49.561710848
517,64.625,679,2023-09-19 05:53:54.414240000
518,64.625,679,2023-01-12 19:39:22.462198016
519,64.625,679,2023-02-23 16:52:42.533417984
520,64.625,679,2023-09-10 12:28:34.716197120
521,64.625,679,2023-04-02 13:13:03.922044928
522,64.625,679,2023-05-08 06:15:29.724299520
523,64.625,679,2023-05-15 14:24:30.223200512
524,64.625,679,2023-11-27 00:08:28.746916608
525,64.625,679,2023-02-06 07:26:28.360102400
526,64.625,679,2023-02-03 11:47:01.249476608
527,64.625,679,2023-12-30 02:53:08.004685568
528,64.625,679,2023-11-14 20:19:58.165075456
529,64.625,679,2023-05-26 08:18:43.527823872
530,64.625,679,2023-06-23 03:45:34.712097024
531,64.625,679,2023-06-16 10:09:46.416699136
532,64.625,679,2023-01-18 01:35:18.559087616
533,64.625,679,2023-12-11 19:26:50.449897216
534,64.625,679,2023-07-28 05:37:08.601183488
535,64.625,679,2023-01-01 22:47:30.201371392
536,64.625,679,2023-05-25 09:07:56.634707200
537,64.625,679,2023-07-17 02:12:57.203525376
538,64.625,679,2023-06-17 23:53:57.409110016
539,64.625,679,2023-03-28 15:50:32.960670720
540,64.625,679,2023-05-23 23:31:18.570057984
541,64.625,679,2023-05-09 04:23:44.694914304
542,12.5,25,2023-10-07 18:36:07.164632576
543,64.625,679,2023-08-09 19:56:14.564568064
544,64.625,679,2023-09-25 04:42:07.448584448
545,50.7777777777778,679,2023-05-14 07:42:49.047282944
546,64.625,679,2023-10-14 04:39:21.636032512
547,40.7364341085271,679,2023-03-27 16:15:34.631395840
548,64.625,679,2023-09-04 05:30:29.609931520
549,64.625,679,2023-03-07 14:15:42.440694528
550,64.625,679,2023-04-13 18:29:58.385765376
551,64.625,679,2023-09-07 17:45:59.416470016
552,64.625,679,2023-12-14 10:44:46.131419136
553,64.625,679,2023-06-13 11:22:13.904329728
554,64.625,679,2023-02-02 22:04:22.209483008
555,64.625,679,2023-10-04 03:44:04.945772032
556,64.625,679,2023-03-10 06:16:00.352836352
557,64.625,679,2023-04-01 15:41:36.604579072
